Title;Summary;Article URL;Date;Document_Type;Product_Type;Countries;Regions;Drug_names;Language;Source URL;title_english;summary_english;File_Name
Classification of Ibuprofen Seven Plus 200mg/5ml Oral Suspension;MHRA is asking for feedback on proposals to change the legal classification of Ibuprofen Seven Plus 200mg/5ml Oral Suspension;https://www.gov.uk/government/consultations/classification-of-ibuprofen-seven-plus-200mg5ml-oral-suspension;15-03-2016;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Regulatory fees for e-cigarettes;MHRA is asking for feedback on proposals to introduce proportionate fees for getting a notification from MHRA to put an e-cigarette on the market in the UK.;https://www.gov.uk/government/consultations/regulatory-fees-for-e-cigarettes;25-04-2016;Announcement;Other;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Proposal on increases and additions to current medical devices fees;We are seeking views on amending fees for the regulation of medical devices. Please tell us what you think.;https://www.gov.uk/government/consultations/proposals-on-increases-and-additions-to-current-medical-devices-fees;06-02-2017;Other Type;Medical Device;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Proposal to make Maloff Protect 250mg/100mg film-coated tablets available from Pharmacies;We are considering making Maloff Protect anti-malaria tablets available to buy from pharmacies. We always want to involve the public and healthcare professionals in decision that affect them. We want to know what you think a…;https://www.gov.uk/government/consultations/proposal-to-make-maloff-protect-250mg100mg-film-coated-tablets-available-from-pharmacies;03-07-2017;Order;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Reclassification of Otrivine extra dual relief nasal spray solution (ARM 90);MHRA is asking for feedback on proposals to change the legal classification of Otrivine extra dual relief nasal spray solution from prescription only medicine (POM) to pharmacy only (P).;https://www.gov.uk/government/consultations/reclassification-of-otrivine-extra-dual-relief-nasal-spray-solution-arm-90;05-07-2017;Other Type;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Classification of Nasonex Allergy Control Nasal Spray;We want to know what you think about our proposal to Nasonex Allergy Control Nasal Spray available without prescription.;https://www.gov.uk/government/consultations/proposal-to-make-nasonex-allergy-control-nasal-spray-available-without-prescription;10-07-2017;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Proposal to make Arthriex 750mg and 1500mg film-coated tablets available from Pharmacies;We are considering making Arthriex 750mg and 1500mg film-coated tablets available to buy from pharmacies. We always want to involve the public and healthcare professionals in decisions that affect them. We want to know what …;https://www.gov.uk/government/consultations/proposal-to-make-arthriex-750mg-and-1500mg-film-coated-tablets-available-from-pharmacies;14-07-2017;Order;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Proposal to make Dovonex Psoriasis Ointment available from Pharmacies;We are considering making Dovonex Psoriasis 50 microgram/g Ointment available to buy from pharmacies. We always want to involve the public and healthcare professionals in decisions that affect them. We want to know what you …;https://www.gov.uk/government/consultations/proposal-to-make-dovonex-psoriasis-50mg-ointment-available-from-pharmacies;17-08-2017;Order;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Proposal to make Sildenafil 50mg film-coated tablets available from Pharmacies;We are considering making Sildenafil 50mg film-coated tablets available to buy from pharmacies. We always want to involve the public and healthcare professionals in decisions that affect them. We want to know what you think …;https://www.gov.uk/government/consultations/proposal-to-make-sildenafil-50mg-film-coated-tablets-available-from-pharmacies;28-11-2017;Order;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Post-implementation Review of the Human Medicines Regulations 2012 (MLX 391);We are reviewing the impact of the Human Medicines Regulations 2012 (‘the 2012 Regulations’). This is part of a wider exercise within government to test the impact of legislation five years after implementation.;https://www.gov.uk/government/consultations/consultation-on-the-post-implementation-review-of-the-human-medicines-regulations-2012-mlx-391;05-12-2017;Law;Small Molecule;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Government response to report on Brexit and medicines, medical devices and substances of human origin;Command paper responding to the Health and Social Care Committee's report 'Brexit: medicines, medical devices and substances of human origin'.;https://www.gov.uk/government/publications/government-response-to-report-on-brexit-and-medicines-medical-devices-and-substances-of-human-origin;23-05-2018;Committee;Small Molecule;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Proposal to make Colourstart Test 65mcg Cutaneous Patch available from general sales outlets without prescription;We are considering making Colourstart Test 65mcg Cutaneous Patch available to buy without prescription from retail outlets.  We always want to involve the public and healthcare professionals in decisions that affect them.  W…;https://www.gov.uk/government/consultations/proposal-to-make-colourstart-test-65mcg-cutaneous-patch-available-from-general-sales-outlets-without-prescription;01-08-2019;Order;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Implementing ‘safety features’ under the Falsified Medicines Directive;This consultation invites views on the proposed steps we intend to take to make sure the UK meets its obligations to transpose the 'safety features' provisions of the Falsified Medicines Directive (FMD).;https://www.gov.uk/government/consultations/implementing-safety-features-under-the-falsified-medicines-directive;24-12-2018;Directive;Other;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3;None;None;MHRAPolicy.xlsx
Consultation on the application of Analytical Quality by Design (AQbD) principles to pharmacopoeial standards for medicines;This consultation asks for views on the application of AQbD principles to pharmacopoeial standards for medicinal products.;https://www.gov.uk/government/consultations/consultation-on-the-application-of-analytical-quality-by-design-aqbd-principles-to-pharmacopoeial-standards-for-medicines;12-08-2020;Consultation;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Access Consortium statement on COVID-19 vaccines evidence;The medicine regulators from Australia, Canada, Singapore, Switzerland and the United Kingdom (Access Consortium) have discussed the regulatory evidence requirements for COVID-19 vaccine approvals and considerations for post…;https://www.gov.uk/government/publications/access-consortium-statement-on-covid-19-vaccines-evidence;07-01-2021;Other Type;Vaccine;Singapore, Switzerland, Canada, United Kingdom;Northern Europe, Central Europe, Southeast Asia, North America;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
MHRA draft guidance on the licensing of biosimilar products;We want your comments on the clarity and wording of our new guidance;https://www.gov.uk/government/consultations/mhra-draft-guidance-on-the-licensing-of-biosimilar-products;10-05-2021;Instructions;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
MHRA Patient Involvement Strategy consultation;We’re looking for views from patients and the public on how we engage with them.;https://www.gov.uk/government/consultations/mhra-patient-involvement-strategy-consultation;24-05-2021;Consultation;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Nuromol Dual Action Pain Relief 200mg/500mg tablets (ibuprofen/paracetamol): public consultation;The MHRA is asking for views on a proposal to make Nuromol Dual Action Pain Relief 200mg/500mg tablets (ibuprofen/paracetamol) available without prescription in general sales outlets, such a supermarkets.;https://www.gov.uk/government/consultations/nuromol-dual-action-pain-relief-200mg500mg-tablets-ibuprofenparacetamol-public-consultation;13-05-2021;Law;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Lovima 75 microgram film-coated tablets (Desogestrel): Public Consultation;A 3-week consultation on a proposal to make Lovima 75 microgram film-coated tablets (Desogestrel) available from pharmacies.;https://www.gov.uk/government/consultations/lovima-75-microgram-film-coated-tablets-desogestrel-public-consultation;08-07-2021;Consultation;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Hana 75 microgram film-coated tablets (Desogestrel): Public Consultation;A 3-week public consultation on a proposal to make Hana 75 microgram film-coated tablets (Desogestrel) available from pharmacies.;https://www.gov.uk/government/consultations/hana-75-microgram-film-coated-tablets-desogestrel-public-consultation;08-07-2021;Consultation;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Pharmacy dispensing models and displaying prices on medicines;Seeks views on proposed changes to the Human Medicines Regulations and the Medicines Act.;https://www.gov.uk/government/consultations/pharmacy-dispensing-models-and-displaying-prices-on-medicines;11-11-2021;Law;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
MHRA draft guidance on randomised controlled trials generating real-world evidence to support regulatory decisions;We want your comments on the clarity and wording of our new guidance;https://www.gov.uk/government/consultations/mhra-draft-guidance-on-randomised-controlled-trials-generating-real-world-evidence-to-support-regulatory-decisions;16-12-2021;Order;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Access Consortium statement on COVID-19 medicines;The medicines regulators from Australia, Canada, Singapore, Switzerland and the United Kingdom (Access Consortium) have discussed the continued need for COVID-19 medicines that are safe, effective and of high quality;https://www.gov.uk/government/publications/access-consortium-statement-on-covid-19-medicines;14-12-2021;Other Type;Vaccine;Singapore, Switzerland, Canada, United Kingdom;Northern Europe, Central Europe, Southeast Asia, North America;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Early Access to Medicines Scheme (EAMS) Consultation;We're looking for your views and comments on our proposed legislative changes to clarify the legal basis for EAMS.;https://www.gov.uk/government/consultations/early-access-to-medicines-scheme-eams-consultation;02-02-2022;Consultation;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Consultation on the future regulation of medical devices in the United Kingdom;We're looking for your views on how medical devices will be regulated across the United Kingdom (UK) in the future.;https://www.gov.uk/government/consultations/consultation-on-the-future-regulation-of-medical-devices-in-the-united-kingdom;26-06-2022;Consultation;Medical Device;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Consultation on proposal to make Gina 10 microgram vaginal tablets (Estradiol) available from pharmacies;Public consultation on a set of proposals to make Gina 10 microgram vaginal tablets (Estradiol) available from pharmacies.;https://www.gov.uk/government/consultations/consultation-on-proposal-to-make-gina-10-microgram-vaginal-tablets-estradiol-available-from-pharmacies;20-07-2022;Consultation;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Consultation on a new Code of Practice for the Expert Advisory Committees;We are consulting on a set of proposals to improve and strengthen the Code of Practice for experts who provide advice on which decisions about the regulation of medicines and medical devices are based, to ensure that experts…;https://www.gov.uk/government/consultations/consultation-on-a-new-code-of-practice-for-the-expert-advisory-committees;08-09-2022;Law;Medical Device;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Point of Care Consultation;We’d value your views to help shape the introduction of a new regulatory framework for products supplied at the point of care.;https://www.gov.uk/government/consultations/point-of-care-consultation;25-01-2023;Consultation;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Consultation on proposals for changes to the Medicines and Healthcare products Regulatory Agency’s statutory fees;The aim of this consultation is to seek the views of stakeholders on proposals for changes to the Medicines and Healthcare products Regulatory Agency’s statutory fees.;https://www.gov.uk/government/consultations/consultation-on-proposals-for-changes-to-the-medicines-and-healthcare-products-regulatory-agencys-statutory-fees;31-01-2023;Consultation;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRAPolicy.xlsx
Consultation on proposals for legislative changes for clinical trials;We are consulting on a set of proposals to improve and strengthen the UK clinical trials legislation to help us make the UK the best place to research and develop safe and innovative medicines;https://www.gov.uk/government/consultations/consultation-on-proposals-for-legislative-changes-for-clinical-trials;21-03-2023;Law;Other;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRAPolicy.xlsx
Isotretinoin: call for information to be considered as part of an expert review;Call for information to support a review of isotretinoin, a treatment for severe acne. This review is being undertaken by the Medicines and Healthcare products Regulatory Agency with advice from the Commission on Human Medic…;https://www.gov.uk/government/consultations/isotretinoin-call-for-information-to-be-considered-as-part-of-an-expert-review;28-04-2023;Recommendation;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRAPolicy.xlsx
Consultation on the International Council for Harmonisation (ICH) E6 (R3) Good Clinical Practice (GCP) Guidelines;The Medicines and Healthcare products Regulatory Agency (MHRA) became a full member of International Council for Harmonisation of Technical Requirements for Pharmaceuticals for Human Use (ICH) in May 2022 and is consulting w…;https://www.gov.uk/government/consultations/consultation-on-the-international-council-for-harmonisation-ich-e6-r3-good-clinical-practice-gcp-guidelines;26-05-2023;Law;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRAPolicy.xlsx
Consultation on proposal to make Aquiette 2.5mg Tablets (oxybutynin hydrochloride) available from pharmacies;Public consultation on a set of proposals to make Aquiette 2.5mg Tablets (oxybutynin hydrochloride) available from pharmacies;https://www.gov.uk/government/consultations/consultation-on-proposal-to-make-aquiette-25mg-tablets-oxybutynin-hydrochloride-available-from-pharmacies;03-07-2023;Consultation;Drug Product;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRAPolicy.xlsx
MHRA Public consultation on the proposal to make Codeine Linctus available as a prescription-only medicine (POM);The Medicines and Healthcare Products Regulatory Agency (MHRA) have launched a public consultation to propose reclassification of Codeine Linctus to prescription-only medicine.;https://www.gov.uk/government/consultations/mhra-public-consultation-on-the-proposal-to-make-codeine-linctus-available-as-a-prescription-only-medicine-pom;20-02-2024;Consultation;Other;Global;Global;None;English;https://www.gov.uk/search/policy-papers-and-consultations?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRAPolicy.xlsx
Medical devices: list of UK approved bodies;Details of the organisations that are currently approved to undertake conformity assessments on medical devices.;https://www.gov.uk/government/publications/medical-devices-uk-approved-bodies;23-05-2025;Regulatory Decision;Medical Device;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
MHRA phase I accreditation scheme;How to join the phase I accreditation scheme.;https://www.gov.uk/guidance/mhra-phase-i-accreditation-scheme;08-04-2025;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Early Access to Medicines Scheme: Overview;The Early Access to Medicines Scheme (EAMS) aims to give patients with life threatening or seriously debilitating conditions early access to medicines that show early signs of having a major advantage over existing therapeut…;https://www.gov.uk/government/publications/early-access-to-medicines-scheme-overview;08-04-2025;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Advertise your medicines;How to comply with the requirements on promoting medicines to the public and to prescribers and suppliers of medicines;https://www.gov.uk/guidance/advertise-your-medicines;11-04-2025;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Risk minimisation measures for medicines;Guidance for healthcare professionals on risk minimisation options for medicines.;https://www.gov.uk/government/publications/risk-minimisation-measures-for-medicines;16-04-2025;Instructions;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Clinical investigations for medical devices;How to notify the MHRA of your intention to carry out a clinical investigation for medical devices.;https://www.gov.uk/guidance/notify-mhra-about-a-clinical-investigation-for-a-medical-device;10-04-2025;Other Type;Medical Device;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
The Northern Ireland MHRA Authorised Route (NIMAR);The UK government has introduced the Northern Ireland MHRA Authorised Route (NIMAR). This new route for supply became operational 1 January 2022.;https://www.gov.uk/government/publications/the-northern-ireland-mhra-authorised-route-nimar;09-05-2025;Other Type;Small Molecule;Ireland, United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Medicines: apply for a parallel import licence;How to get a parallel import licence for your medicine in the UK, including pharmacovigilance requirements and submitting your application.;https://www.gov.uk/guidance/medicines-apply-for-a-parallel-import-licence;12-05-2025;Other Type;Other;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
International Recognition Procedure;How to use the procedure for medicines licensing applications.;https://www.gov.uk/government/publications/international-recognition-procedure;13-05-2025;Instructions;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Register a homeopathic medicine;Information about how to register your homeopathic medicinal product through the Simplified Homeopathic Registration Scheme or the UK Homeopathic National Rules Scheme;https://www.gov.uk/guidance/register-a-homeopathic-medicine-or-remedy;14-05-2025;Form;Other;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Manufacturer’s Online Reporting Environment (MORE);A digital platform designed to facilitate the reporting, monitoring, and management of medical device incidents.;https://www.gov.uk/guidance/manufacturers-online-reporting-environment-more;16-05-2025;Law;Small Molecule;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
MORE implementation;Guidance on the updates to reporting forms following implementation of the Medical Devices (Post-market Surveillance Requirements) (Amendment) (Great Britain) Regulations 2024.;https://www.gov.uk/government/publications/more-implementation;16-05-2025;Amendment;Medical Device;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Medicines: reclassify your product;Pharmacy (P), prescription-only (POM), and general sale list (GSL) medicines: apply to move your medicine to a different classification.;https://www.gov.uk/guidance/medicines-reclassify-your-product;16-05-2025;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
Rules for the sale, supply and administration of medicines;Exception to the general rule for which healthcare professionals can sell, supply, and/ or administer medicines to patients also known as exemptions.;https://www.gov.uk/government/publications/rules-for-the-sale-supply-and-administration-of-medicines;16-05-2025;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
MHRA guidance on the use of real-world data in clinical studies to support regulatory decisions;Points to consider when using real-world data in clinical studies;https://www.gov.uk/government/publications/mhra-guidance-on-the-use-of-real-world-data-in-clinical-studies-to-support-regulatory-decisions;20-05-2025;Order;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1;None;None;MHRARegulation.xlsx
The Innovative Devices Access Pathway (IDAP);The Innovative Devices Access Pathway (IDAP) pilot is designed to accelerate the development of  innovative medical devices that meet an unmet clinical need in the NHS and support their integration into the UK market.;https://www.gov.uk/government/publications/the-innovative-devices-access-pathway-idap;04-04-2025;Other Type;Small Molecule;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Medicines: register to manufacture, import or distribute active substances;How to register as a manufacturer, importer or distributor of active substances.;https://www.gov.uk/guidance/medicines-register-to-manufacture-import-or-distributor-active-substances;01-04-2025;Law;Drug Substance;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Supplying authorised medicines to Northern Ireland;What you need to do to supply authorised medicines from Great Britain to Northern Ireland.;https://www.gov.uk/guidance/supplying-authorised-medicines-to-northern-ireland;20-03-2025;Other Type;Other;Ireland, United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Safety communications concerning medicines, medical devices and other healthcare products;Overview of the different types of MHRA safety communications about medicines, medical devices and other healthcare products, including what they are and who they are aimed at, and information on decision-making around safet…;https://www.gov.uk/government/publications/safety-communications-concerning-medicines-medical-devices-and-other-healthcare-products;25-03-2025;Order;Medical Device;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Category lists following implementation of the Windsor Framework;A list of individual human medicinal products under the new arrangements coming into effect on 1 January 2025 following agreement of the Windsor Framework.;https://www.gov.uk/government/publications/category-lists-following-implementation-of-the-windsor-framework;25-03-2025;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Breast implant associated anaplastic large cell lymphoma (BIA-ALCL);Information for patients, public and healthcare professionals.;https://www.gov.uk/guidance/breast-implants-and-anaplastic-large-cell-lymphoma-alcl;27-03-2025;Form;Medical Device;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Clinical Trials Regulations webinar recordings;Webinar recordings providing information about plans for implementing the new Clinical Trial Regulations.;https://www.gov.uk/guidance/clinical-trials-regulations-webinar-recordings;28-03-2025;Form;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Blue Guide: advertising and promoting medicines;Detailed guidance on advertising and promoting medicines.;https://www.gov.uk/government/publications/blue-guide-advertising-and-promoting-medicines;28-03-2025;Instructions;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Exceptional Use Authorisation;How to apply for an exceptional use authorisation to place medical devices on the UK market.;https://www.gov.uk/guidance/exceptional-use-authorisation;31-03-2025;Other Type;Medical Device;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Innovative Licensing and Access Pathway (ILAP);The Innovative Licensing and Access Pathway (ILAP) is focused on getting the most transformative new medicines to patients in the UK health system more quickly.;https://www.gov.uk/government/publications/innovative-licensing-and-access-pathway-ilap;31-03-2025;Form;Other;United Kingdom;Northern Europe;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
MHRA fees;Fees payable to the MHRA from 2025.;https://www.gov.uk/government/publications/mhra-fees;01-04-2025;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Medicines: register as a broker;Apply for and maintain registrations for the brokering of human medicines.;https://www.gov.uk/guidance/medicines-register-as-a-broker;01-04-2025;Other Type;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
Early Access to Medicines Scheme - Information for Applicants;Guidance for Applicants wishing to apply for a Promising Innovative Medicines designation, pre-submission meeting or an EAMS Scientific Opinion.;https://www.gov.uk/guidance/apply-for-the-early-access-to-medicines-scheme-eams;01-04-2025;Expert Report;Other;Global;Global;None;English;https://www.gov.uk/search/guidance-and-regulation?order=updated-newest&organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2;None;None;MHRARegulation.xlsx
